,-10.000000,-9.900000,-9.800000,-9.700000,-9.600000,-9.500000,-9.400000,-9.300000,-9.200000,-9.100000,-9.000000,-8.900000,-8.800000,-8.700000,-8.600000,-8.500000,-8.400000,-8.300000,-8.200000,-8.100000,-8.000000,-7.900000,-7.800000,-7.700000,-7.600000,-7.500000,-7.400000,-7.300000,-7.200000,-7.100000,-7.000000,-6.900000,-6.800000,-6.700000,-6.600000,-6.500000,-6.400000,-6.300000,-6.200000,-6.100000,-6.000000,-5.900000,-5.800000,-5.700000,-5.600000,-5.500000,-5.400000,-5.300000,-5.200000,-5.100000,-5.000000,-4.900000,-4.800000,-4.700000,-4.600000,-4.500000,-4.400000,-4.300000,-4.200000,-4.100000,-4.000000,-3.900000,-3.800000,-3.700000,-3.600000,-3.500000,-3.400000,-3.300000,-3.200000,-3.100000,-3.000000,-2.900000,-2.800000,-2.700000,-2.600000,-2.500000,-2.400000,-2.300000,-2.200000,-2.100000,-2.000000,-1.900000,-1.800000,-1.700000,-1.600000,-1.500000,-1.400000,-1.300000,-1.200000,-1.100000,-1.000000,-0.900000,-0.800000,-0.700000,-0.600000,-0.500000,-0.400000,-0.300000,-0.200000,-0.100000,0.000000,0.100000,0.200000,0.300000,0.400000,0.500000,0.600000,0.700000,0.800000,0.900000,1.000000,1.100000,1.200000,1.300000,1.400000,1.500000,1.600000,1.700000,1.800000,1.900000,2.000000,2.100000,2.200000,2.300000,2.400000,2.500000,2.600000,2.700000,2.800000,2.900000,3.000000,3.100000,3.200000,3.300000,3.400000,3.500000,3.600000,3.700000,3.800000,3.900000,4.000000,4.100000,4.200000,4.300000,4.400000,4.500000,4.600000,4.700000,4.800000,4.900000,5.000000,5.100000,5.200000,5.300000,5.400000,5.500000,5.600000,5.700000,5.800000,5.900000,6.000000,6.100000,6.200000,6.300000,6.400000,6.500000,6.600000,6.700000,6.800000,6.900000,7.000000,7.100000,7.200000,7.300000,7.400000,7.500000,7.600000,7.700000,7.800000,7.900000,8.000000,8.100000,8.200000,8.300000,8.400000,8.500000,8.600000,8.700000,8.800000,8.900000,9.000000,9.100000,9.200000,9.300000,9.400000,9.500000,9.600000,9.700000,9.800000,9.900000,10.000000
-10.000000,1.028520,1.028178,1.027848,1.027541,1.027268,1.027043,1.026877,1.026781,1.026769,1.026852,1.027040,1.027345,1.027777,1.028344,1.029054,1.029915,1.030932,1.032109,1.033449,1.034953,1.036620,1.038448,1.040432,1.042566,1.044842,1.047249,1.049775,1.052406,1.055126,1.057918,1.060761,1.063635,1.066517,1.069384,1.072211,1.074972,1.077641,1.080192,1.082598,1.084832,1.086870,1.088685,1.090254,1.091554,1.092565,1.093269,1.093648,1.093690,1.093384,1.092723,1.091703,1.090324,1.088589,1.086508,1.084091,1.081356,1.078322,1.075016,1.071465,1.067705,1.063771,1.059706,1.055553,1.051362,1.047182,1.043068,1.039074,1.035258,1.031677,1.028390,1.025455,1.022928,1.020867,1.019324,1.018350,1.017992,1.018292,1.019290,1.021015,1.023495,1.026749,1.030787,1.035614,1.041225,1.047605,1.054732,1.062575,1.071091,1.080230,1.089932,1.100126,1.110736,1.121672,1.132842,1.144141,1.155462,1.166689,1.177702,1.188378,1.198591,1.208213,1.211437,1.213389,1.214118,1.213683,1.212152,1.209602,1.206115,1.201780,1.196691,1.190943,1.184635,1.177867,1.170739,1.163347,1.155790,1.148159,1.140545,1.133032,1.125700,1.118624,1.111870,1.105500,1.099569,1.094122,1.089200,1.084835,1.081052,1.077869,1.075295,1.073336,1.071988,1.071242,1.071084,1.071494,1.072445,1.073910,1.075855,1.078242,1.081033,1.084187,1.087658,1.091404,1.095379,1.099537,1.103833,1.108223,1.112664,1.117114,1.121534,1.125886,1.130136,1.134250,1.138201,1.141962,1.145510,1.148827,1.151895,1.154702,1.157238,1.159498,1.161479,1.163179,1.164604,1.165757,1.166647,1.167285,1.167683,1.167857,1.167820,1.167593,1.167192,1.166638,1.165950,1.165149,1.164256,1.163292,1.162276,1.161229,1.160170,1.159118,1.158089,1.157101,1.156169,1.155305,1.154524,1.153835,1.153249,1.152773,1.152414,1.152176,1.152063,1.152078,1.152220,1.152489,1.152883,1.153399,1.154031,1.154775,1.155625,1.156574
-9.900000,1.027669,1.027358,1.027059,1.026782,1.026539,1.026341,1.026200,1.026129,1.026138,1.026238,1.026441,1.026758,1.027196,1.027766,1.028476,1.029331,1.030337,1.031498,1.032817,1.034295,1.035931,1.037723,1.039666,1.041755,1.043981,1.046334,1.048802,1.051373,1.054029,1.056755,1.059531,1.062337,1.065150,1.067949,1.070709,1.073405,1.076012,1.078505,1.080857,1.083043,1.085038,1.086817,1.088358,1.089639,1.090640,1.091342,1.091730,1.091791,1.091516,1.090896,1.089928,1.088612,1.086952,1.084955,1.082634,1.080004,1.077085,1.073902,1.070482,1.066858,1.063067,1.059148,1.055145,1.051104,1.047074,1.043108,1.039259,1.035581,1.032132,1.028967,1.026144,1.023716,1.021739,1.020265,1.019341,1.019015,1.019327,1.020314,1.022007,1.024431,1.027604,1.031538,1.036236,1.041694,1.047897,1.054824,1.062445,1.070718,1.079595,1.089016,1.098916,1.109217,1.119836,1.130680,1.141651,1.152641,1.163541,1.174234,1.184600,1.194518,1.203862,1.207007,1.208919,1.209646,1.209246,1.207783,1.205332,1.201974,1.197794,1.192883,1.187334,1.181242,1.174704,1.167817,1.160675,1.153372,1.145998,1.138640,1.131381,1.124297,1.117460,1.110936,1.104784,1.099057,1.093799,1.089051,1.084841,1.081196,1.078132,1.075659,1.073781,1.072495,1.071793,1.071661,1.072078,1.073021,1.074461,1.076366,1.078700,1.081426,1.084502,1.087887,1.091537,1.095410,1.099460,1.103643,1.107918,1.112242,1.116575,1.120879,1.125117,1.129255,1.133263,1.137112,1.140778,1.144237,1.147471,1.150464,1.153205,1.155684,1.157894,1.159834,1.161503,1.162904,1.164042,1.164925,1.165564,1.165971,1.166159,1.166145,1.165945,1.165577,1.165060,1.164415,1.163659,1.162815,1.161901,1.160937,1.159943,1.158938,1.157939,1.156963,1.156026,1.155143,1.154327,1.153590,1.152944,1.152396,1.151955,1.151628,1.151418,1.151330,1.151365,1.151523,1.151804,1.152207,1.152727,1.153360,1.154102,1.154946,1.155886
-9.800000,1.026874,1.026606,1.026349,1.026113,1.025910,1.025750,1.025645,1.025606,1.025643,1.025769,1.025992,1.026324,1.026773,1.027347,1.028054,1.028901,1.029892,1.031032,1.032322,1.033765,1.035358,1.037101,1.038988,1.041014,1.043172,1.045451,1.047840,1.050327,1.052897,1.055532,1.058215,1.060927,1.063647,1.066352,1.069020,1.071627,1.074149,1.076562,1.078840,1.080959,1.082896,1.084626,1.086129,1.087383,1.088369,1.089070,1.089470,1.089558,1.089323,1.088760,1.087864,1.086635,1.085077,1.083197,1.081007,1.078521,1.075760,1.072745,1.069505,1.066069,1.062474,1.058756,1.054957,1.051123,1.047299,1.043536,1.039885,1.036398,1.033129,1.030132,1.027462,1.025170,1.023309,1.021928,1.021075,1.020792,1.021120,1.022092,1.023740,1.026087,1.029151,1.032942,1.037463,1.042710,1.048670,1.055323,1.062639,1.070578,1.079095,1.088133,1.097627,1.107506,1.117688,1.128086,1.138604,1.149142,1.159594,1.169847,1.179788,1.189299,1.198263,1.201299,1.203157,1.203881,1.203527,1.202158,1.199844,1.196662,1.192695,1.188028,1.182752,1.176956,1.170735,1.164179,1.157379,1.150426,1.143405,1.136399,1.129487,1.122743,1.116235,1.110027,1.104174,1.098727,1.093729,1.089218,1.085223,1.081766,1.078866,1.076531,1.074764,1.073564,1.072922,1.072825,1.073253,1.074184,1.075590,1.077440,1.079702,1.082337,1.085307,1.088573,1.092093,1.095824,1.099726,1.103756,1.107872,1.112036,1.116208,1.120352,1.124433,1.128420,1.132281,1.135990,1.139524,1.142861,1.145982,1.148874,1.151524,1.153923,1.156066,1.157950,1.159574,1.160943,1.162060,1.162934,1.163574,1.163992,1.164202,1.164217,1.164055,1.163733,1.163268,1.162680,1.161987,1.161209,1.160364,1.159472,1.158551,1.157619,1.156693,1.155789,1.154922,1.154107,1.153356,1.152681,1.152092,1.151598,1.151206,1.150922,1.150751,1.150695,1.150758,1.150939,1.151237,1.151651,1.152177,1.152812,1.153551,1.154387,1.155315
-9.700000,1.026134,1.025921,1.025717,1.025534,1.025382,1.025270,1.025210,1.025212,1.025286,1.025443,1.025693,1.026044,1.026505,1.027085,1.027790,1.028626,1.029599,1.030711,1.031965,1.033362,1.034901,1.036581,1.038397,1.040344,1.042414,1.044599,1.046888,1.049269,1.051728,1.054248,1.056814,1.059406,1.062006,1.064592,1.067144,1.069638,1.072051,1.074362,1.076546,1.078581,1.080443,1.082112,1.083566,1.084785,1.085753,1.086451,1.086867,1.086989,1.086807,1.086315,1.085510,1.084392,1.082964,1.081233,1.079209,1.076908,1.074346,1.071546,1.068534,1.065338,1.061991,1.058529,1.054991,1.051419,1.047857,1.044352,1.040953,1.037708,1.034669,1.031886,1.029410,1.027291,1.025578,1.024317,1.023552,1.023324,1.023672,1.024627,1.026217,1.028466,1.031390,1.034998,1.039295,1.044275,1.049926,1.056230,1.063157,1.070672,1.078731,1.087281,1.096260,1.105601,1.115228,1.125058,1.135002,1.144964,1.154844,1.164538,1.173938,1.182934,1.191413,1.194311,1.196099,1.196820,1.196526,1.195275,1.193135,1.190178,1.186481,1.182126,1.177196,1.171778,1.165958,1.159823,1.153459,1.146950,1.140378,1.133820,1.127350,1.121038,1.114949,1.109142,1.103669,1.098579,1.093912,1.089703,1.085979,1.082764,1.080071,1.077911,1.076287,1.075196,1.074630,1.074577,1.075019,1.075935,1.077298,1.079079,1.081247,1.083768,1.086604,1.089718,1.093071,1.096624,1.100337,1.104170,1.108085,1.112045,1.116013,1.119954,1.123836,1.127628,1.131303,1.134835,1.138202,1.141383,1.144361,1.147123,1.149657,1.151955,1.154012,1.155825,1.157393,1.158721,1.159812,1.160674,1.161316,1.161748,1.161984,1.162038,1.161924,1.161660,1.161261,1.160746,1.160132,1.159438,1.158682,1.157881,1.157052,1.156213,1.155380,1.154568,1.153791,1.153062,1.152394,1.151797,1.151281,1.150855,1.150524,1.150296,1.150174,1.150161,1.150258,1.150467,1.150787,1.151216,1.151750,1.152387,1.153122,1.153948,1.154861
-9.600000,1.025449,1.025302,1.025164,1.025045,1.024954,1.024901,1.024895,1.024947,1.025066,1.025261,1.025542,1.025917,1.026394,1.026980,1.027682,1.028505,1.029455,1.030533,1.031743,1.033086,1.034560,1.036163,1.037893,1.039744,1.041709,1.043780,1.045947,1.048199,1.050523,1.052904,1.055327,1.057775,1.060230,1.062672,1.065082,1.067438,1.069721,1.071908,1.073978,1.075910,1.077683,1.079276,1.080671,1.081849,1.082794,1.083490,1.083925,1.084088,1.083969,1.083564,1.082870,1.081886,1.080615,1.079064,1.077242,1.075164,1.072844,1.070305,1.067569,1.064663,1.061617,1.058465,1.055243,1.051989,1.048745,1.045554,1.042459,1.039509,1.036748,1.034224,1.031984,1.030074,1.028539,1.027423,1.026765,1.026605,1.026976,1.027910,1.029431,1.031561,1.034315,1.037703,1.041727,1.046383,1.051660,1.057540,1.063998,1.070999,1.078502,1.086460,1.094815,1.103505,1.112459,1.121601,1.130848,1.140112,1.149301,1.158317,1.167061,1.175431,1.183324,1.186054,1.187758,1.188475,1.188253,1.187146,1.185217,1.182532,1.179163,1.175184,1.170675,1.165713,1.160380,1.154756,1.148921,1.142951,1.136922,1.130906,1.124972,1.119184,1.113603,1.108281,1.103270,1.098612,1.094345,1.090502,1.087108,1.084184,1.081744,1.079796,1.078344,1.077385,1.076912,1.076913,1.077372,1.078269,1.079579,1.081277,1.083332,1.085714,1.088387,1.091317,1.094469,1.097805,1.101289,1.104884,1.108556,1.112268,1.115988,1.119683,1.123324,1.126882,1.130331,1.133648,1.136811,1.139803,1.142608,1.145212,1.147606,1.149782,1.151734,1.153461,1.154962,1.156240,1.157299,1.158147,1.158790,1.159240,1.159509,1.159608,1.159553,1.159358,1.159040,1.158614,1.158096,1.157504,1.156855,1.156164,1.155448,1.154722,1.154001,1.153300,1.152631,1.152007,1.151439,1.150938,1.150510,1.150166,1.149911,1.149749,1.149686,1.149724,1.149865,1.150108,1.150454,1.150900,1.151445,1.152084,1.152813,1.153628,1.154522
-9.500000,1.024819,1.024749,1.024687,1.024643,1.024624,1.024639,1.024698,1.024808,1.024979,1.025219,1.025536,1.025939,1.026434,1.027028,1.027727,1.028535,1.029458,1.030497,1.031655,1.032933,1.034331,1.035845,1.037474,1.039212,1.041053,1.042991,1.045015,1.047117,1.049283,1.051501,1.053757,1.056036,1.058320,1.060594,1.062838,1.065034,1.067163,1.069205,1.071142,1.072953,1.074621,1.076126,1.077452,1.078581,1.079499,1.080193,1.080650,1.080860,1.080817,1.080514,1.079949,1.079121,1.078035,1.076695,1.075110,1.073292,1.071257,1.069022,1.066610,1.064043,1.061351,1.058562,1.055710,1.052829,1.049957,1.047132,1.044396,1.041789,1.039354,1.037133,1.035170,1.033505,1.032180,1.031233,1.030701,1.030620,1.031019,1.031927,1.033367,1.035358,1.037914,1.041042,1.044747,1.049023,1.053862,1.059247,1.065153,1.071552,1.078405,1.085670,1.093294,1.101221,1.109387,1.117723,1.126154,1.134600,1.142978,1.151200,1.159176,1.166813,1.174019,1.176553,1.178159,1.178871,1.178733,1.177795,1.176113,1.173746,1.170761,1.167224,1.163207,1.158781,1.154019,1.148993,1.143775,1.138437,1.133044,1.127664,1.122358,1.117184,1.112197,1.107445,1.102973,1.098822,1.095024,1.091610,1.088602,1.086020,1.083875,1.082176,1.080925,1.080121,1.079756,1.079820,1.080299,1.081174,1.082423,1.084023,1.085946,1.088164,1.090647,1.093362,1.096277,1.099359,1.102575,1.105892,1.109278,1.112701,1.116130,1.119538,1.122895,1.126178,1.129363,1.132427,1.135354,1.138125,1.140726,1.143146,1.145376,1.147408,1.149238,1.150864,1.152286,1.153506,1.154527,1.155357,1.156003,1.156474,1.156780,1.156934,1.156947,1.156834,1.156610,1.156287,1.155882,1.155410,1.154886,1.154324,1.153739,1.153146,1.152557,1.151986,1.151445,1.150943,1.150493,1.150102,1.149779,1.149531,1.149363,1.149280,1.149287,1.149384,1.149575,1.149859,1.150235,1.150702,1.151259,1.151900,1.152624,1.153424,1.154296
-9.400000,1.024240,1.024259,1.024285,1.024326,1.024389,1.024482,1.024614,1.024791,1.025021,1.025313,1.025672,1.026106,1.026622,1.027224,1.027919,1.028711,1.029602,1.030597,1.031697,1.032901,1.034211,1.035624,1.037137,1.038746,1.040447,1.042232,1.044094,1.046023,1.048009,1.050041,1.052106,1.054191,1.056282,1.058362,1.060417,1.062430,1.064383,1.066261,1.068045,1.069719,1.071267,1.072671,1.073918,1.074992,1.075880,1.076570,1.077052,1.077317,1.077359,1.077172,1.076755,1.076107,1.075231,1.074131,1.072817,1.071297,1.069586,1.067700,1.065656,1.063478,1.061189,1.058814,1.056384,1.053929,1.051482,1.049076,1.046748,1.044534,1.042471,1.040597,1.038949,1.037564,1.036477,1.035724,1.035336,1.035345,1.035776,1.036655,1.038002,1.039834,1.042163,1.044997,1.048337,1.052180,1.056518,1.061337,1.066615,1.072326,1.078437,1.084909,1.091699,1.098754,1.106021,1.113436,1.120936,1.128449,1.135901,1.143217,1.150316,1.157117,1.163538,1.165848,1.167341,1.168047,1.168006,1.167261,1.165860,1.163858,1.161311,1.158278,1.154823,1.151008,1.146897,1.142554,1.138043,1.133425,1.128759,1.124105,1.119515,1.115042,1.110733,1.106631,1.102776,1.099203,1.095941,1.093017,1.090450,1.088257,1.086450,1.085034,1.084014,1.083386,1.083145,1.083281,1.083783,1.084632,1.085812,1.087300,1.089072,1.091104,1.093369,1.095838,1.098483,1.101276,1.104186,1.107185,1.110244,1.113337,1.116434,1.119513,1.122548,1.125517,1.128399,1.131176,1.133831,1.136350,1.138719,1.140929,1.142971,1.144839,1.146530,1.148040,1.149372,1.150525,1.151504,1.152315,1.152963,1.153457,1.153807,1.154022,1.154114,1.154095,1.153977,1.153773,1.153497,1.153161,1.152780,1.152365,1.151931,1.151489,1.151051,1.150628,1.150231,1.149870,1.149554,1.149290,1.149085,1.148947,1.148879,1.148887,1.148972,1.149138,1.149386,1.149715,1.150127,1.150618,1.151187,1.151832,1.152549,1.153333,1.154181
-9.300000,1.023712,1.023829,1.023953,1.024089,1.024245,1.024426,1.024639,1.024890,1.025187,1.025536,1.025942,1.026412,1.026950,1.027563,1.028253,1.029026,1.029883,1.030828,1.031861,1.032984,1.034195,1.035494,1.036879,1.038344,1.039887,1.041502,1.043181,1.044917,1.046703,1.048526,1.050378,1.052247,1.054121,1.055985,1.057828,1.059636,1.061393,1.063086,1.064700,1.066220,1.067633,1.068925,1.070083,1.071095,1.071949,1.072636,1.073146,1.073473,1.073610,1.073553,1.073301,1.072854,1.072213,1.071383,1.070370,1.069184,1.067836,1.066339,1.064709,1.062964,1.061126,1.059215,1.057257,1.055278,1.053306,1.051369,1.049497,1.047723,1.046076,1.044590,1.043295,1.042222,1.041403,1.040867,1.040640,1.040748,1.041216,1.042062,1.043306,1.044960,1.047036,1.049538,1.052471,1.055830,1.059608,1.063793,1.068368,1.073309,1.078590,1.084177,1.090033,1.096114,1.102374,1.108760,1.115218,1.121687,1.128104,1.134406,1.140524,1.146389,1.151933,1.153992,1.155359,1.156059,1.156126,1.155596,1.154511,1.152916,1.150858,1.148390,1.145564,1.142432,1.139050,1.135471,1.131749,1.127937,1.124085,1.120242,1.116454,1.112765,1.109215,1.105840,1.102675,1.099748,1.097085,1.094708,1.092635,1.090878,1.089448,1.088350,1.087587,1.087156,1.087054,1.087271,1.087798,1.088620,1.089721,1.091084,1.092687,1.094511,1.096532,1.098726,1.101070,1.103538,1.106106,1.108750,1.111444,1.114166,1.116893,1.119604,1.122278,1.124895,1.127440,1.129895,1.132247,1.134483,1.136593,1.138567,1.140399,1.142084,1.143619,1.145001,1.146231,1.147310,1.148241,1.149030,1.149681,1.150202,1.150599,1.150883,1.151063,1.151148,1.151150,1.151079,1.150947,1.150764,1.150542,1.150293,1.150026,1.149753,1.149484,1.149227,1.148993,1.148788,1.148622,1.148500,1.148428,1.148413,1.148457,1.148565,1.148739,1.148981,1.149293,1.149674,1.150124,1.150642,1.151226,1.151875,1.152583,1.153350,1.154170
-9.200000,1.023231,1.023457,1.023688,1.023929,1.024186,1.024463,1.024766,1.025099,1.025470,1.025881,1.026339,1.026848,1.027411,1.028035,1.028720,1.029472,1.030292,1.031181,1.032142,1.033175,1.034278,1.035452,1.036694,1.038002,1.039371,1.040798,1.042277,1.043802,1.045366,1.046960,1.048578,1.050209,1.051843,1.053471,1.055081,1.056663,1.058204,1.059694,1.061120,1.062472,1.063737,1.064906,1.065966,1.066910,1.067727,1.068410,1.068951,1.069345,1.069587,1.069673,1.069603,1.069376,1.068994,1.068460,1.067780,1.066960,1.066011,1.064942,1.063766,1.062499,1.061156,1.059756,1.058317,1.056862,1.055412,1.053990,1.052621,1.051329,1.050141,1.049080,1.048173,1.047445,1.046920,1.046622,1.046572,1.046791,1.047297,1.048109,1.049238,1.050697,1.052493,1.054633,1.057117,1.059943,1.063105,1.066594,1.070396,1.074491,1.078859,1.083472,1.088301,1.093310,1.098463,1.103718,1.109029,1.114350,1.119629,1.124816,1.129855,1.134691,1.139270,1.141054,1.142282,1.142976,1.143161,1.142868,1.142129,1.140982,1.139464,1.137616,1.135480,1.133101,1.130520,1.127781,1.124928,1.122002,1.119044,1.116094,1.113187,1.110360,1.107644,1.105070,1.102663,1.100447,1.098443,1.096669,1.095137,1.093860,1.092845,1.092097,1.091616,1.091403,1.091453,1.091759,1.092313,1.093104,1.094120,1.095344,1.096763,1.098358,1.100110,1.102002,1.104014,1.106126,1.108318,1.110570,1.112863,1.115178,1.117498,1.119804,1.122080,1.124312,1.126485,1.128586,1.130604,1.132530,1.134354,1.136069,1.137671,1.139155,1.140517,1.141758,1.142876,1.143874,1.144753,1.145517,1.146171,1.146721,1.147172,1.147532,1.147808,1.148008,1.148141,1.148216,1.148242,1.148227,1.148182,1.148113,1.148032,1.147944,1.147860,1.147786,1.147730,1.147698,1.147697,1.147731,1.147805,1.147925,1.148092,1.148311,1.148582,1.148909,1.149290,1.149728,1.150221,1.150768,1.151369,1.152021,1.152721,1.153468,1.154258
